run_tag	dataset	scan	mode	n_gt	n_pred	gt_coverage	pred_purity	p@0.25	r@0.25	f1@0.25	miou@0.25	tp@0.25	fp@0.25	fn@0.25	p@0.5	r@0.5	f1@0.5	miou@0.5	tp@0.5	fp@0.5	fn@0.5	p@0.75	r@0.75	f1@0.75	miou@0.75	tp@0.75	fp@0.75	fn@0.75
2026-05-31_183612_1547137	ScanNet	scene0546_00	objects-only	9	9	0.518907	0.604979	1.000000	0.555556	0.714286	0.785272	5	0	4	0.833333	0.555556	0.666667	0.785272	5	1	4	0.500000	0.333333	0.400000	0.883844	3	3	6
2026-05-31_183612_1547137	ScanNet	scene0552_01	objects-only	25	45	0.540314	0.415699	0.500000	0.680000	0.576271	0.730600	17	17	8	0.363636	0.480000	0.413793	0.885525	12	21	13	0.294118	0.400000	0.338983	0.942173	10	24	15
2026-05-31_183612_1547137	ScanNet	scene0559_00	objects-only	9	20	0.753540	0.557364	0.727273	0.888889	0.800000	0.817758	8	3	1	0.583333	0.777778	0.666667	0.886381	7	5	2	0.545455	0.666667	0.600000	0.933335	6	5	3
2026-05-31_183612_1547137	ScanNet	scene0559_01	objects-only	9	19	0.780547	0.881512	1.000000	0.888889	0.941176	0.862724	8	0	1	1.000000	0.888889	0.941176	0.862724	8	0	1	0.750000	0.666667	0.705882	0.935208	6	2	3
2026-05-31_183612_1547137	ScanNet	scene0570_00	objects-only	15	12	0.505876	0.872744	1.000000	0.533333	0.695652	0.872744	8	0	7	1.000000	0.533333	0.695652	0.872744	8	0	7	0.875000	0.466667	0.608696	0.914922	7	1	8
2026-05-31_183612_1547137	ScanNet	scene0570_01	objects-only	14	11	0.453898	0.667465	0.875000	0.500000	0.636364	0.792261	7	1	7	0.750000	0.428571	0.545455	0.865311	6	2	8	0.555556	0.357143	0.434783	0.909281	5	4	9
2026-05-31_183612_1547137	ScanNet	scene0570_02	objects-only	16	11	0.324060	0.510140	0.875000	0.437500	0.583333	0.618414	7	1	9	0.400000	0.250000	0.307692	0.767165	4	6	12	0.333333	0.187500	0.240000	0.851977	3	6	13
2026-05-31_183612_1547137	ScanNet	scene0579_02	objects-only	13	15	0.636297	0.673284	0.909091	0.769231	0.833333	0.756893	10	1	3	0.727273	0.615385	0.666667	0.859571	8	3	5	0.500000	0.461538	0.480000	0.935866	6	6	7
2026-05-31_183612_1547137	ScanNet	scene0586_02	objects-only	19	38	0.730502	0.766860	1.000000	0.894737	0.944444	0.772055	17	0	2	0.823529	0.736842	0.777778	0.848815	14	3	5	0.588235	0.526316	0.555556	0.938913	10	7	9
2026-05-31_183612_1547137	ScanNet	scene0587_00	objects-only	3	18	0.773288	0.596676	0.600000	1.000000	0.750000	0.773288	3	2	0	0.600000	1.000000	0.750000	0.773288	3	2	0	0.200000	0.333333	0.250000	0.983380	1	4	2
2026-05-31_183612_1547137	ScanNet	scene0587_01	objects-only	4	13	0.731034	0.476401	0.571429	1.000000	0.727273	0.731034	4	3	0	0.500000	1.000000	0.666667	0.731034	4	4	0	0.125000	0.250000	0.166667	1.000000	1	7	3
2026-05-31_183612_1547137	ScanNet	scene0587_03	objects-only	5	16	0.583062	0.642615	0.800000	0.800000	0.800000	0.708032	4	1	1	0.600000	0.600000	0.600000	0.802370	3	2	2	0.285714	0.400000	0.333333	0.914357	2	5	3
2026-05-31_183612_1547137	ScanNet	scene0605_00	objects-only	19	87	0.658681	0.397327	0.500000	0.842105	0.627451	0.751438	16	16	3	0.437500	0.736842	0.549020	0.794704	14	18	5	0.264706	0.473684	0.339623	0.896314	9	25	10
2026-05-31_183612_1547137	ScanNet	scene0607_01	objects-only	19	14	0.432695	0.797478	1.000000	0.473684	0.642857	0.765212	9	0	10	1.000000	0.473684	0.642857	0.765212	9	0	10	0.666667	0.315789	0.428571	0.885724	6	3	13
2026-05-31_183612_1547137	ScanNet	scene0615_01	objects-only	25	66	0.582144	0.518489	0.714286	0.800000	0.754717	0.689012	20	8	5	0.535714	0.600000	0.566038	0.787130	15	13	10	0.264706	0.360000	0.305085	0.917988	9	25	16
2026-05-31_183612_1547137	ScanNet	scene0620_01	objects-only	9	20	0.481505	0.319925	0.466667	0.777778	0.583333	0.577096	7	8	2	0.187500	0.333333	0.240000	0.798861	3	13	6	0.117647	0.222222	0.153846	0.859941	2	15	7
2026-05-31_183612_1547137	ScanNet	scene0626_00	objects-only	18	33	0.555550	0.625154	0.812500	0.722222	0.764706	0.691992	13	3	5	0.642857	0.500000	0.562500	0.835396	9	5	9	0.277778	0.277778	0.277778	0.963675	5	13	13
2026-05-31_183612_1547137	ScanNet	scene0630_00	objects-only	35	54	0.370471	0.399751	0.588235	0.571429	0.579710	0.568539	20	14	15	0.272727	0.257143	0.264706	0.798417	9	24	26	0.147059	0.142857	0.144928	0.952482	5	29	30
2026-05-31_183612_1547137	ScanNet	scene0632_00	objects-only	11	24	0.553019	0.336682	0.500000	0.818182	0.620690	0.631471	9	9	2	0.315789	0.545455	0.400000	0.757474	6	13	5	0.150000	0.272727	0.193548	0.911539	3	17	8
2026-05-31_183612_1547137	ScanNet	scene0636_00	objects-only	11	12	0.934991	0.951272	1.000000	1.000000	1.000000	0.934991	11	0	0	1.000000	1.000000	1.000000	0.934991	11	0	0	0.909091	0.909091	0.909091	0.954131	10	1	1
2026-05-31_183612_1547137	ScanNet	scene0637_00	objects-only	7	16	0.754769	0.570951	0.700000	1.000000	0.823529	0.754769	7	3	0	0.545455	0.857143	0.666667	0.805083	6	5	1	0.363636	0.571429	0.444444	0.925965	4	7	3
2026-05-31_183612_1547137	ScanNet	scene0638_00	objects-only	4	27	0.880420	0.658145	0.666667	1.000000	0.800000	0.880420	4	2	0	0.666667	1.000000	0.800000	0.880420	4	2	0	0.500000	0.750000	0.600000	0.931312	3	3	1
2026-05-31_183612_1547137	ScanNet	scene0639_00	objects-only	8	6	0.367694	0.580504	1.000000	0.500000	0.666667	0.580504	4	0	4	0.500000	0.250000	0.333333	0.743622	2	2	6	0.200000	0.125000	0.153846	0.941315	1	4	7
2026-05-31_183612_1547137	ScanNet	scene0658_00	objects-only	12	49	0.526459	0.250109	0.363636	0.666667	0.470588	0.704414	8	14	4	0.272727	0.500000	0.352941	0.810515	6	16	6	0.153846	0.333333	0.210526	0.872438	4	22	8
2026-05-31_183612_1547137	ScanNet	scene0671_01	objects-only	17	24	0.578068	0.599416	0.857143	0.705882	0.774194	0.721801	12	2	5	0.666667	0.588235	0.625000	0.790284	10	5	7	0.312500	0.294118	0.303030	0.921393	5	11	12
2026-05-31_183612_1547137	ScanNet	scene0684_01	objects-only	15	19	0.647494	0.676614	0.923077	0.800000	0.857143	0.766503	12	1	3	0.714286	0.666667	0.689655	0.833501	10	4	5	0.615385	0.533333	0.571429	0.908242	8	5	7
